Name,Type,Size,Armor,Hit Points,Move Burrow,Move Climb,Move Fly,Move Swim,Move Walk,Stat Str,Stat Dex,Stat Con,Stat Int,Stat Wis,Stat Cha,Save Str,Save Dex,Save Con,Save Int,Save Wis,Save Cha,Blind Sight,Dark Vision,Tremorsense,True Sight,Immune Acid,Immune Bludgeoning,Immune Cold,Immune Fire,Immune Force,Immune Lightning,Immune Necrotic,Immune Piercing,Immune Poison,Immune Psychic,Immune Radiant,Immune Slashing,Immune Thunder,Resist Acid,Resist Bludgeoning,Resist Cold,Resist Fire,Resist Force,Resist Lightning,Resist Necrotic,Resist Piercing,Resist Poison,Resist Psychic,Resist Radiant,Resist Slashing,Resist Thunder,Cause Blinded,Cause Charmed,Cause Deafened,Cause Frightened,Cause Grappled,Cause Incapacitated,Cause Invisible,Cause Paralyzed,Cause Petrified,Cause Poisoned,Cause Prone,Cause Restrained,Cause Stunned,Cause Unconscious,Multiattack,Spellcasting,Damage Tags,Spellcasting Tags,Trait Tags,Elo Rank
Pseudodragon,dragon,0,13,7,0,0,60,0,15,6,15,13,10,12,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,P,,"Keen Senses,Magic Resistance",-525
Pteranodon,beast,2,13,13,0,0,60,0,10,12,15,10,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Flyby,-477
Purple Worm,monstrosity,5,18,247,30,0,0,0,50,28,7,22,1,8,4,0,0,11,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"A,I,P",,,3268
Quadrone,construct,2,16,22,0,0,30,0,30,12,14,12,10,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"B,P",,,365
Quaggoth,humanoid,2,13,45,0,30,0,0,30,17,12,16,6,12,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,,,982
Quaggoth Spore Servant,plant,2,13,45,0,20,0,0,20,17,12,16,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,,,939
Quaggoth Thonot,humanoid,2,13,45,0,30,0,0,30,17,12,16,6,12,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,S,"I,P",,981
Quasit,fiend,0,13,7,0,0,0,0,40,5,17,10,7,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"I,P",,"Magic Resistance,Shapechanger",-152
Quipper,beast,0,13,1,0,0,0,40,0,2,16,9,1,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Water Breathing,-1399
Rakshasa,fiend,2,16,110,0,0,0,0,40,14,17,18,13,16,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,S,I,,2408
Rat,beast,0,10,1,0,0,0,0,20,2,11,9,2,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Keen Senses,-1520
Raven,beast,0,12,1,0,0,50,0,10,2,14,8,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,-1654
Red Dragon Wyrmling,dragon,2,17,75,0,30,60,0,30,19,10,17,12,11,15,0,2,5,0,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F,P",,,2312
Red Slaad,aberration,3,14,93,0,0,0,0,30,16,12,16,6,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,Y",,"Magic Resistance,Regeneration",2525
Reef Shark,beast,2,12,22,0,0,0,40,0,14,13,13,1,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,"Pack Tactics,Water Breathing",61
Remorhaz,monstrosity,4,17,195,20,0,0,0,30,24,13,21,4,10,5,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"A,F,P",,,3428
Revenant,undead,2,13,136,0,0,0,0,30,18,14,18,13,16,18,7,0,7,0,6,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,B,,"Regeneration,Rejuvenation,Turn Immunity",2798
Rhinoceros,beast,3,11,45,0,0,0,0,40,21,8,15,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,,Charge,979
Riding Horse,beast,3,10,13,0,0,0,0,60,16,10,12,2,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,,,-141
Roc,monstrosity,5,15,248,0,0,120,0,20,28,10,20,3,10,9,0,4,9,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"P,S",,Keen Senses,3576
Roper,monstrosity,3,20,93,0,10,0,0,10,18,8,17,7,16,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,P,,"False Appearance,Spider Climb",1530
Rug of Smothering,construct,3,12,33,0,0,0,0,10,17,14,10,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,B,,"Antimagic Susceptibility,False Appearance",510
Rust Monster,monstrosity,2,14,27,0,0,0,0,40,13,12,13,2,13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,89
Saber-Toothed Tiger,beast,3,12,52,0,0,0,0,40,18,14,15,3,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"P,S",,"Keen Senses,Pounce",735
Sahuagin,humanoid,2,12,22,0,0,0,40,30,13,11,12,12,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,,350
Sahuagin Baron,humanoid,3,16,76,0,0,0,50,30,19,15,16,14,13,17,0,5,6,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,,2607
Sahuagin Priestess,humanoid,2,12,33,0,0,0,40,30,13,11,12,12,14,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"P,S",CC,,549
Salamander,elemental,3,15,90,0,0,0,0,30,18,14,15,11,10,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"B,F,P",,,2144
Satyr,fey,2,14,31,0,0,0,0,40,12,16,11,12,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"B,P",,Magic Resistance,527
Scarecrow,construct,2,11,36,0,0,0,0,30,11,13,11,10,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,S,,False Appearance,931
Scorpion,beast,0,11,1,0,0,0,0,10,2,11,8,1,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I,P",,,-1485
Scout,humanoid,2,13,16,0,0,0,0,30,11,14,12,11,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,Keen Senses,528
Sea Hag,fey,2,14,52,0,0,0,40,30,16,13,16,12,12,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,S,"CW,S",Amphibious,1812
Sea Horse,beast,0,11,1,0,0,0,20,0,1,12,8,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Water Breathing,-1596
Shadow,undead,2,12,16,0,0,0,0,40,6,14,13,6,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,Amorphous,591
Shadow Demon,fiend,2,13,66,0,0,30,0,30,1,17,12,14,13,14,0,5,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O,Y",,"Incorporeal Movement,Light Sensitivity",1594
Shambling Mound,plant,3,15,136,0,0,0,20,20,18,8,16,5,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,B,,Damage Absorption,2369
Shield Guardian,construct,3,17,142,0,0,0,0,30,18,8,18,7,10,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,,Regeneration,2968
Shrieker,plant,2,5,13,0,0,0,0,0,1,1,10,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False Appearance,-1606
Silver Dragon Wyrmling,dragon,2,17,45,0,0,60,0,30,19,10,17,12,11,15,0,2,5,0,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"C,P",,,1612
Skeleton,undead,2,13,13,0,0,0,0,30,10,14,15,6,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,-5
Slaad Tadpole,aberration,0,12,10,0,0,0,0,30,7,15,10,3,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Magic Resistance,-395
Smoke Mephit,elemental,1,12,22,0,0,30,0,30,6,14,12,10,10,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,I,Death Burst,-220
Solar,celestial,3,21,243,0,0,150,0,50,26,22,26,25,25,30,0,0,0,14,14,17,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"F,P,R,S",I,Magic Resistance,4816
Spectator,aberration,2,14,39,0,0,30,0,0,8,14,14,13,14,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"N,P",,,1760
Specter,undead,2,12,22,0,0,50,0,0,1,14,11,10,10,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N,O",,"Incorporeal Movement,Sunlight Sensitivity",1020
Spider,beast,0,12,1,0,20,0,0,20,2,14,8,1,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I,P",,"Spider Climb,Web Sense,Web Walker",-1328
Spined Devil,fiend,1,13,22,0,0,40,0,20,10,15,12,11,14,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"F,P,S",,"Devil's Sight,Flyby,Magic Resistance",717
Spirit Naga,monstrosity,3,15,75,0,0,0,0,40,18,17,14,16,15,16,0,6,5,0,5,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I,P",CW,Rejuvenation,1906
Sprite,fey,0,15,2,0,0,40,0,10,3,18,10,14,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"P,S",,,-1463
Spy,humanoid,2,12,27,0,0,0,0,30,10,15,10,12,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,,Sneak Attack,467
Steam Mephit,elemental,1,10,21,0,0,30,0,30,5,11,10,11,10,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"F,S",I,Death Burst,-250
Stirge,beast,0,14,2,0,0,40,0,10,4,16,11,2,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,-888
Stone Giant,giant,4,17,126,0,0,0,0,40,23,15,20,10,12,9,0,5,8,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,B,,,2404
Stone Golem,construct,3,17,178,0,0,0,0,30,22,9,20,3,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,,"Immutable Form,Magic Resistance,Magic Weapons",3186
Storm Giant,giant,4,16,230,0,0,0,50,50,29,14,20,16,18,18,14,0,10,0,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"B,L,S,T",I,Amphibious,4082
Succubus,fiend,2,15,66,0,0,60,0,30,8,17,13,15,12,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S,Y",,Shapechanger,2971
Swarm of Bats,beast,2,12,22,0,0,30,0,0,5,15,10,2,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Keen Senses,313
Swarm of Beetles,beast,2,12,22,5,20,0,0,20,3,13,10,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,630
Swarm of Centipedes,beast,2,12,22,0,20,0,0,20,3,13,10,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,651
Swarm of Insects,beast,2,12,22,0,20,0,0,20,3,13,10,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,593
Swarm of Poisonous Snakes,beast,2,14,36,0,0,0,30,30,8,18,11,1,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I,P",,,890
Swarm of Quippers,beast,2,13,28,0,0,0,40,0,13,16,9,1,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Water Breathing,1266
Swarm of Rats,beast,2,10,24,0,0,0,0,30,9,11,9,2,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Keen Senses,380
Swarm of Ravens,beast,2,12,24,0,0,50,0,10,6,14,8,3,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,463
Swarm of Spiders,beast,2,12,22,0,20,0,0,20,3,13,10,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,"Spider Climb,Web Sense,Web Walker",611
Swarm of Wasps,beast,2,12,22,0,0,30,0,5,3,13,10,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,,319
Tarrasque,monstrosity,5,25,676,0,0,0,0,40,30,11,30,3,11,11,0,0,0,5,9,9,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,"A,B,P,S",,"Legendary Resistances,Magic Resistance,Siege Monster",5935
Thri-kreen,humanoid,2,15,33,0,0,0,0,40,12,15,13,8,12,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"P,S",,,677
Thug,humanoid,2,11,32,0,0,0,0,30,15,11,14,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"B,P",,Pack Tactics,572
Tiger,beast,3,12,37,0,0,0,0,40,17,15,14,3,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"P,S",,"Keen Senses,Pounce",525
Treant,plant,4,16,138,0,0,0,0,30,23,8,21,12,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,,"False Appearance,Siege Monster",3596
Tribal Warrior,humanoid,2,12,11,0,0,0,0,30,13,11,12,8,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,Pack Tactics,-555
Triceratops,beast,4,13,95,0,0,0,0,50,22,9,17,2,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"B,P",,,2135
Tridrone,construct,2,15,16,0,0,0,0,30,12,13,12,9,10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"B,P",,,-151
Troglodyte,humanoid,2,11,13,0,0,0,0,30,14,10,14,6,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"P,S",,Sunlight Sensitivity,18
Troll,giant,3,15,84,0,0,0,0,30,18,13,20,7,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"P,S",,"Keen Senses,Regeneration",2418
Twig Blight,plant,1,13,4,0,0,0,0,20,6,13,12,4,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,,False Appearance,-1245
Tyrannosaurus Rex,beast,4,13,136,0,0,0,0,50,25,10,19,2,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"B,P",,,2909
Ultroloth,fiend,2,19,153,0,0,60,0,30,16,16,18,18,15,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,S,I,"Magic Resistance,Magic Weapons",2289
Umber Hulk,monstrosity,3,18,93,20,0,0,0,30,20,13,16,9,10,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,,,2254
Unicorn,celestial,3,12,67,0,0,0,0,50,18,14,15,11,17,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"B,P",I,"Charge,Magic Resistance,Magic Weapons",1473
Vampire,undead,2,16,144,0,0,0,0,30,18,18,18,17,15,18,0,9,0,0,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"B,N,P",,"Legendary Resistances,Regeneration,Shapechanger,Spider Climb,Sunlight Sensitivity",3011
Vampire Spawn,undead,2,15,82,0,0,0,0,30,16,16,16,11,10,12,0,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"N,P,S",,"Regeneration,Spider Climb,Sunlight Sensitivity",3093
